word	finnish-fi	emotion	emotion-intensity-score
moan	vaikerrus	fear	0.394
difficulty	vaikeus	anger	0.379
difficulty	vaikeus	fear	0.234
impressionable	vaikutuksillealtis	trust	0.43
influential	vaikutusvaltainen	trust	0.555
persecution	vaino	anger	0.703
persecution	vaino	disgust	0.625
persecution	vaino	fear	0.797
persecution	vaino	sadness	0.844
paranoid	vainoharhainen	fear	0.688
paranoia	vainoharhaisuus	fear	0.594
persecute	vainota	anger	0.734
persecute	vainota	fear	0.672
diaper	vaippa	disgust	0.617
swerve	väistää	fear	0.344
inevitable	väistämätön	trust	0.492
instinctive	vaistomainen	anger	0.112
instinctive	vaistomainen	disgust	0.258
instinctive	vaistomainen	fear	0.234
allegation	väite	anger	0.531
argue	väitellä	anger	0.734
asserting	väittäen	trust	0.445
argumentation	väittely	anger	0.515
afflict	vaivata	fear	0.562
afflict	vaivata	sadness	0.789
steady	vakaa	trust	0.602
barb	väkänen	anger	0.422
soundness	vakaus	anticipation	0.461
soundness	vakaus	joy	0.421
soundness	vakaus	trust	0.633
seriousness	vakavuus	fear	0.305
mob	väkijoukko	anger	0.538
mob	väkijoukko	fear	0.577
crowds	väkijoukkoja	fear	0.266
violence	väkivalta	anger	0.742
violence	väkivalta	fear	0.812
violent	väkivaltainen	anger	0.844
violent	väkivaltainen	disgust	0.711
violent	väkivaltainen	fear	0.812
violently	väkivaltaisesti	anger	0.938
violently	väkivaltaisesti	disgust	0.609
violently	väkivaltaisesti	fear	0.828
violently	väkivaltaisesti	sadness	0.719
collateral	vakuuksia	trust	0.367
affirm	vakuuttaa	trust	0.68
convince	vakuuttaa	anticipation	0.367
convincing	vakuuttava	trust	0.633
convinced	vakuuttunut	trust	0.578
vow	vala	anticipation	0.484
vow	vala	joy	0.382
illuminate	valaista	anticipation	0.594
illuminate	valaista	joy	0.547
illumination	valaistus	joy	0.53
illumination	valaistus	trust	0.555
lie	valehdella	anger	0.348
lie	valehdella	disgust	0.445
liar	valehtelija	disgust	0.539
disinformation	valetiedot	anger	0.152
disinformation	valetiedot	fear	0.286
falsehood	valhe	anger	0.25
falsehood	valhe	trust	0.164
untrue	valheellinen	anger	0.25
falsity	valheellisuus	disgust	0.43
intermission	väliaika	anticipation	0.508
interim	väliaikainen	anticipation	0.375
arbitrator	välimies	trust	0.438
arbitration	välimiesmenettely	anticipation	0.477
listless	välinpitämätön	sadness	0.729
indifference	välinpitämättömyys	anger	0.156
indifference	välinpitämättömyys	disgust	0.203
indifference	välinpitämättömyys	fear	0.25
choices	valintoja	trust	0.539
enlightenment	valistus	joy	0.609
enlightenment	valistus	trust	0.602
elect	valita	trust	0.438
deplorable	valitettava	anger	0.766
deplorable	valitettava	disgust	0.516
deplorable	valitettava	fear	0.609
deplorable	valitettava	sadness	0.75
woefully	valitettavan	disgust	0.398
unfortunately	valitettavasti	sadness	0.727
lament	valittaa	disgust	0.383
lament	valittaa	fear	0.422
mediate	välittää	anticipation	0.414
mediate	välittää	trust	0.555
appeal	valitus	anticipation	0.531
complaint	valitus	anger	0.485
valium	valium	fear	0.312
dawn	valjeta	anticipation	0.469
dawn	valjeta	joy	0.333
dawn	valjeta	trust	0.453
dawned	valkeni	fear	0.15
white	valkoinen	anticipation	0.234
white	valkoinen	joy	0.109
white	valkoinen	trust	0.344
whiteness	valkoisuus	joy	0.188
coup	vallankaappaus	anger	0.578
revolution	vallankumous	anger	0.606
revolution	vallankumous	anticipation	0.641
revolution	vallankumous	fear	0.359
overrun	vallata	anger	0.429
frisky	vallaton	anticipation	0.414
frisky	vallaton	joy	0.422
moat	vallihauta	trust	0.203
predominant	vallitseva	trust	0.516
captivate	valloittaa	anticipation	0.633
captivate	valloittaa	joy	0.656
captivate	valloittaa	trust	0.523
conquest	valloitus	anger	0.367
conquest	valloitus	fear	0.359
coach	valmentaja	trust	0.555
prepared	valmis	anticipation	0.438
prepared	valmis	trust	0.703
unprepared	valmistamaton	fear	0.438
preparation	valmistautuminen	anticipation	0.586
preparatory	valmistava	anticipation	0.523
prepare	valmistella	anticipation	0.633
graduation	valmistujaiset	anticipation	0.633
graduation	valmistujaiset	fear	0.078
graduation	valmistujaiset	joy	0.422
graduation	valmistujaiset	trust	0.523
completion	valmistuminen	anticipation	0.469
completion	valmistuminen	joy	0.547
readiness	valmius	anticipation	0.695
readiness	valmius	joy	0.473
readiness	valmius	trust	0.547
light	valo	joy	0.297
lights	valot	joy	0.203
vigilant	valpas	fear	0.319
vigilant	valpas	trust	0.594
vigilance	valppaus	anticipation	0.508
vigilance	valppaus	trust	0.594
dominion	valta	fear	0.328
dominion	valta	trust	0.422
throne	valtaistuin	trust	0.367
ocean	valtameri	joy	0.286
formidable	valtava	fear	0.359
regent	valtionhoitaja	trust	0.594
avoid	välttää	disgust	0.188
avoid	välttää	fear	0.297
necessarily	välttämättä	trust	0.461
avoidance	välttäminen	fear	0.344
evasion	välttely	fear	0.562
accredited	valtuutettu	trust	0.672
authorize	valtuuttaa	trust	0.633
authorization	valtuutus	trust	0.625
enforce	valvoa	anger	0.424
enforce	valvoa	fear	0.516
surveillance	valvonta	fear	0.281
vampire	vampyyri	anger	0.242
vampire	vampyyri	disgust	0.414
vampire	vampyyri	fear	0.625
incarceration	vangitseminen	anger	0.578
incarceration	vangitseminen	disgust	0.523
incarceration	vangitseminen	fear	0.625
captor	vangitsija	fear	0.531
imprisoned	vangittiin	anger	0.484
imprisoned	vangittiin	disgust	0.539
imprisoned	vangittiin	fear	0.811
captive	vangittu	fear	0.517
spinster	vanhapiika	fear	0.25
elders	vanhimmat	trust	0.68
elder	vanhin	trust	0.656
righteousness	vanhurskaus	joy	0.439
imprisonment	vankeus	anger	0.688
imprisonment	vankeus	disgust	0.602
imprisonment	vankeus	fear	0.75
felon	vanki	fear	0.672
prisoner	vanki	anger	0.516
prisoner	vanki	disgust	0.508
prisoner	vanki	fear	0.562
prison	vankila	anger	0.529
prison	vankila	fear	0.625
swear	vannoa	trust	0.328
free	vapaa	joy	0.544
leisure	vapaa-	anticipation	0.547
leisure	vapaa-	joy	0.515
leisure	vapaa-	trust	0.406
volunteer	vapaaehtoinen	anticipation	0.445
volunteer	vapaaehtoinen	fear	0.031
volunteer	vapaaehtoinen	joy	0.294
volunteer	vapaaehtoinen	trust	0.509
volunteers	vapaaehtoiset	trust	0.57
dayoff	vapaapäivä	joy	0.531
freely	vapaasti	joy	0.606
freely	vapaasti	trust	0.516
liberty	vapaus	anticipation	0.555
liberty	vapaus	joy	0.486
liberty	vapaus	trust	0.547
liberate	vapauttaa	anger	0.172
liberate	vapauttaa	anticipation	0.695
liberate	vapauttaa	joy	0.485
liberate	vapauttaa	trust	0.523
liberation	vapautus	anticipation	0.727
liberation	vapautus	joy	0.531
tremor	vapina	anger	0.406
tremor	vapina	anticipation	0.484
tremor	vapina	fear	0.594
shiver	vapista	anger	0.281
shiver	vapista	anticipation	0.367
shiver	vapista	fear	0.484
incase	varalta	anger	0.188
incase	varalta	disgust	0.258
incase	varalta	fear	0.109
thief	varas	anger	0.561
thief	varas	disgust	0.547
thief	varas	fear	0.547
steal	varastaa	anger	0.469
steal	varastaa	fear	0.422
stolen	varastettu	anger	0.546
varicella	varicella	disgust	0.555
varicella	varicella	fear	0.422
scarecrow	variksenpelätin	fear	0.391
madder	värimatara	anger	0.773
quivering	värinä	fear	0.641
discoloration	värjäytyminen	disgust	0.336
discolored	värjäytyneet	disgust	0.273
shady	varjoisa	fear	0.578
theft	varkaus	anger	0.621
theft	varkaus	disgust	0.5
theft	varkaus	fear	0.531
assured	varma	trust	0.625
assuredly	varmasti	trust	0.648
certified	varmennettu	trust	0.695
certify	varmentaa	trust	0.625
confidence	varmuus	anticipation	0.445
confidence	varmuus	fear	0.109
confidence	varmuus	joy	0.547
confidence	varmuus	trust	0.641
watchout	varo	anger	0.398
warn	varoittaa	anticipation	0.547
warn	varoittaa	fear	0.453
warn	varoittaa	trust	0.305
forewarned	varoittanut	anticipation	0.562
forewarned	varoittanut	fear	0.25
cautionary	varoittava	fear	0.359
warned	varoitti	anticipation	0.57
warned	varoitti	fear	0.359
warning	varoitus	fear	0.297
carelessness	varomattomuus	anger	0.312
carelessness	varomattomuus	disgust	0.422
cautious	varovainen	anticipation	0.469
cautious	varovainen	fear	0.281
cautious	varovainen	trust	0.461
caution	varovaisuus	anger	0.145
caution	varovaisuus	anticipation	0.516
caution	varovaisuus	fear	0.328
cautiously	varovasti	fear	0.188
shank	varsi	fear	0.328
stalk	varsi	fear	0.531
guard	vartija	fear	0.25
guard	vartija	trust	0.5
sentry	vartiomies	trust	0.43
garrison	varuskunta	trust	0.367
respon	vas	trust	0.32
veal	vasikanliha	trust	0.312
calf	vasikka	joy	0.04
calf	vasikka	trust	0.289
defendant	vastaaja	anger	0.266
defendant	vastaaja	fear	0.328
justthebeginning	vastaalkua	anger	0.152
versus	vastaan	anger	0.227
receiving	vastaanotetaan	anticipation	0.641
receiving	vastaanotetaan	joy	0.287
recipient	vastaanottaja	anticipation	0.477
averse	vastahakoinen	anger	0.338
averse	vastahakoinen	disgust	0.398
averse	vastahakoinen	fear	0.483
disinclination	vastahakoisuus	disgust	0.336
opposed	vastakkainen	anger	0.484
opposed	vastakkainen	fear	0.344
objection	vastalause	anger	0.469
antidote	vastamyrkky	anticipation	0.391
antidote	vastamyrkky	trust	0.539
obligor	vastapuoleen	fear	0.375
revolt	vastarinta	anger	0.734
retaliatory	vastatoimet	anger	0.788
abhorrent	vastenmielinen	anger	0.875
abhorrent	vastenmielinen	disgust	0.68
abhorrent	vastenmielinen	fear	0.672
detestation	vastenmielinen	disgust	0.648
aversion	vastenmielisyys	anger	0.44
aversion	vastenmielisyys	disgust	0.438
aversion	vastenmielisyys	fear	0.283
adversity	vastoinkäyminen	anger	0.47
adversity	vastoinkäyminen	fear	0.418
resistance	vastus	anger	0.543
resistance	vastus	trust	0.297
opponent	vastustaja	anger	0.328
opponent	vastustaja	anticipation	0.406
opponent	vastustaja	disgust	0.242
opponent	vastustaja	fear	0.312
resisting	vastustavat	anger	0.328
resisting	vastustavat	fear	0.453
accountability	vastuullisuutta	trust	0.664
noncompliance	vastuusiirtyy	anger	0.279
noncompliance	vastuusiirtyy	anticipation	0.289
noncompliance	vastuusiirtyy	fear	0.276
accountable	vastuussa	trust	0.695
answerable	vastuussa	trust	0.531
overtired	väsynyt	fear	0.218
stomach	vatsa	disgust	0.312
pacing	vauhdista	fear	0.316
momentum	vauhti	anticipation	0.594
prosperous	vauras	joy	0.66
prosperity	vauraus	joy	0.735
baby	vauva	joy	0.5
invoke	vedota	anticipation	0.469
vegetative	vegetatiivinen	disgust	0.414
conspire	vehkeillä	fear	0.312
rogue	veijari	disgust	0.297
wizard	velho	anticipation	0.406
brother	veli	trust	0.648
brotherly	veljellinen	anticipation	0.336
brotherly	veljellinen	joy	0.516
brotherly	veljellinen	trust	0.633
owing	velka	anger	0.221
owing	velka	anticipation	0.516
owing	velka	disgust	0.203
owing	velka	fear	0.188
oblige	velvoittaa	trust	0.461
dutiful	velvollisuudentuntoinen	anticipation	0.383
dutiful	velvollisuudentuntoinen	trust	0.578
bloodthirsty	verenhimoinen	anger	0.875
bloodthirsty	verenhimoinen	disgust	0.852
bloodthirsty	verenhimoinen	fear	0.922
bloodshed	verenvuodatus	anger	0.864
bloodshed	verenvuodatus	disgust	0.714
bloodshed	verenvuodatus	fear	0.859
bloodshed	verenvuodatus	sadness	0.836
hemorrhage	verenvuoto	disgust	0.805
hemorrhage	verenvuoto	fear	0.807
hemorrhage	verenvuoto	sadness	0.75
blood	veri	fear	0.525
vendetta	verikosto	anger	0.812
vendetta	verikosto	fear	0.703
carnage	verilöyly	anger	0.814
carnage	verilöyly	disgust	0.781
carnage	verilöyly	fear	0.717
carnage	verilöyly	sadness	0.833
bloody	verinen	anger	0.781
bloody	verinen	disgust	0.555
bloody	verinen	fear	0.781
bloody	verinen	sadness	0.806
embolism	veritulppa	fear	0.516
network	verkko	anticipation	0.289
taxed	verotetaan	anger	0.297
vesicular	vesicular	disgust	0.547
hydrophobia	vesikauhu	disgust	0.328
hydrocephalus	vesipää	disgust	0.531
hydrocephalus	vesipää	fear	0.453
waterfall	vesiputous	joy	0.453
loo	vessa	disgust	0.562
flabby	vetelä	disgust	0.555
veteran	veteraani-	trust	0.555
veto	veto	anger	0.455
plea	vetoomus	anticipation	0.438
plea	vetoomus	fear	0.377
attraction	vetovoima	trust	0.492
defective	viallinen	disgust	0.375
faulty	viallinen	anger	0.375
faults	viat	trust	0.227
innocent	viaton	trust	0.703
disincline	viedähalujhk	disgust	0.312
allure	viehättää	anticipation	0.688
allure	viehättää	joy	0.453
lovely	viehättävä	anticipation	0.555
lovely	viehättävä	joy	0.719
lovely	viehättävä	trust	0.586
stealthy	viekas	anticipation	0.531
stealthy	viekas	fear	0.25
sewer	viemäri	disgust	0.812
sewerage	viemäröinti	disgust	0.859
alienation	vieraantuminen	anger	0.576
alienation	vieraantuminen	disgust	0.375
alienation	vieraantuminen	fear	0.609
alienated	vieraantuneita	sadness	0.727
visitor	vierailija	anticipation	0.531
visitor	vierailija	joy	0.25
communication	viestintä	trust	0.625
seductive	viettelevä	anticipation	0.609
hatred	viha	anger	0.953
hatred	viha	disgust	0.68
hatred	viha	fear	0.703
hateeveryone	vihaakaikkia	anger	0.667
hateyou	vihaansinua	anger	0.818
pissedoff	vihainen	anger	0.812
angriest	vihaisimmat	anger	0.864
hostile	vihamielinen	anger	0.898
hostile	vihamielinen	disgust	0.609
hostile	vihamielinen	fear	0.688
enmity	vihamielisyys	anger	0.51
enmity	vihamielisyys	fear	0.547
hostility	vihamielisyys	disgust	0.594
angermanagement	vihanhallinta	anger	0.469
feud	vihanpito	anger	0.641
makesmemad	vihastuttaa	anger	0.688
hate	vihata	anger	0.828
hate	vihata	disgust	0.695
hate	vihata	fear	0.484
finally	vihdoin	anticipation	0.57
finally	vihdoin	disgust	0.125
finally	vihdoin	joy	0.157
finally	vihdoin	trust	0.453
dastardly	viheliäinen	anger	0.672
dastardly	viheliäinen	disgust	0.625
dastardly	viheliäinen	fear	0.641
hoot	viheltää	anger	0.287
hoot	viheltää	disgust	0.164
ordained	vihitty	trust	0.641
implicate	vihjata	anger	0.409
clue	vihje	anticipation	0.477
consecration	vihkiminen	anticipation	0.352
consecration	vihkiminen	joy	0.235
consecration	vihkiminen	trust	0.461
jarring	vihlova	fear	0.531
enemy	vihollinen	anger	0.667
enemy	vihollinen	disgust	0.562
enemy	vihollinen	fear	0.625
foe	vihollinen	anger	0.441
foe	vihollinen	fear	0.594
hostilities	vihollisuudet	anger	0.837
hostilities	vihollisuudet	fear	0.586
green	vihreä	joy	0.137
green	vihreä	trust	0.359
jungle	viidakko	fear	0.219
entertainment	viihde	anticipation	0.539
entertainment	viihde	joy	0.603
entertainment	viihde	trust	0.344
entertain	viihdyttää	joy	0.773
entertained	viihdyttivät	joy	0.7
entertaining	viihteellinen	anticipation	0.602
entertaining	viihteellinen	joy	0.688
weekend	viikonloppu	joy	0.441
gash	viiltää	fear	0.703
lastminute	viimeinenminuutti	fear	0.219
breakingnews	viimeisimmätuutiset	fear	0.25
finalized	viimeistelty	fear	0.234
liquor	viina	anger	0.075
liquor	viina	joy	0.188
wine	viini	joy	0.125
linger	viipyä	anticipation	0.391
quail	viiriäinen	fear	0.203
politic	viisas	disgust	0.266
wisdom	viisaus	joy	0.312
cloak	viitta	fear	0.266
delay	viive	anger	0.197
delay	viive	disgust	0.297
delay	viive	fear	0.141
defect	vika	anger	0.348
failure	vika	disgust	0.398
failure	vika	fear	0.578
failure	vika	sadness	0.812
teeming	vilistä	disgust	0.383
cultivate	viljellä	anticipation	0.508
cultivate	viljellä	trust	0.555
leer	vilkuilla	disgust	0.492
furor	villitys	anger	0.9
fraudulent	vilpillinen	anger	0.424
fraudulent	vilpillinen	disgust	0.461
candid	vilpitön	anticipation	0.422
candid	vilpitön	joy	0.281
candid	vilpitön	trust	0.531
blanket	viltti	trust	0.43
skewed	vinossa	anger	0.368
skewed	vinossa	anticipation	0.281
official	virallinen	trust	0.68
gazette	virallinenlehti	trust	0.414
foul	virhe	anger	0.545
foul	virhe	disgust	0.734
foul	virhe	fear	0.25
mistaken	virheellinen	fear	0.281
misstatement	virheellisyyttä	anger	0.197
misstatement	virheellisyyttä	disgust	0.234
faultless	virheetön	trust	0.672
mistakes	virheitä	trust	0.133
inauguration	virkaanastujaiset	anticipation	0.492
inauguration	virkaanastujaiset	joy	0.409
inauguration	virkaanastujaiset	trust	0.438
seniority	virkaikää	trust	0.586
refreshed	virkeänä	joy	0.5
recreation	virkistys	anticipation	0.516
recreation	virkistys	joy	0.545
recreational	virkistys-	anticipation	0.547
recreational	virkistys-	joy	0.318
grin	virne	anticipation	0.422
grin	virne	joy	0.672
grin	virne	trust	0.391
hymn	virsi	anticipation	0.383
hymn	virsi	joy	0.375
hymn	virsi	trust	0.422
flows	virtaa	joy	0.13
virulence	virulenssi	anger	0.712
virulence	virulenssi	fear	0.625
chirping	viserrystä	joy	0.328
chirp	visertää	joy	0.25
scourge	vitsaus	anger	0.625
scourge	vitsaus	fear	0.609
ohgod	voiluoja	fear	0.453
powerful	voimakas	anger	0.424
powerful	voimakas	anticipation	0.477
powerful	voimakas	disgust	0.102
powerful	voimakas	fear	0.312
powerful	voimakas	joy	0.516
powerful	voimakas	trust	0.523
powerfully	voimakkaasti	fear	0.454
expletive	voimasana	anger	0.672
validity	voimassaolo	fear	0.141
powerless	voimaton	anger	0.203
powerless	voimaton	disgust	0.367
powerless	voimaton	fear	0.562
resources	voimavarat	joy	0.288
resources	voimavarat	trust	0.43
ohshit	voipaska	fear	0.766
winnings	voitot	anticipation	0.664
winnings	voitot	joy	0.609
prevail	voittaa	anticipation	0.523
prevail	voittaa	joy	0.562
winner	voittaja	anticipation	0.602
winner	voittaja	joy	0.636
overcoming	voittaminen	fear	0.188
victory	voitto	anticipation	0.656
victory	voitto	joy	0.734
victory	voitto	trust	0.586
winning	voittoisa	anticipation	0.664
winning	voittoisa	disgust	0.109
winning	voittoisa	joy	0.703
winning	voittoisa	trust	0.523
preponderance	voittopuolisuus	trust	0.477
vulgar	vulgaari	disgust	0.719
tirade	vuodatus	anger	0.859
tirade	vuodatus	disgust	0.5
mountains	vuoret	joy	0.194
mountain	vuori	anticipation	0.375
mountain	vuori	joy	0.25
turn	vuoro	disgust	0.133
belt	vyö	anger	0.364
belt	vyö	fear	0.266
wack	wack	trust	0.188
wadsworth	wadsworth	trust	0.258
waitinggame	waitinggame	fear	0.188
ware	ware	fear	0.198
toilet	wc	disgust	0.594
woohoo	woohoo	joy	0.864
xanax	xanax	fear	0.391
yaaaay	yaaaay	joy	0.875
yaaay	yaaay	joy	0.706
yaay	yaay	joy	0.7
yuk	yäk	trust	0.188
yayy	yayy	joy	0.636
yayyy	yayyy	joy	0.803
yayyyy	yayyyy	joy	0.859
marrow	ydin	joy	0.078
marrow	ydin	trust	0.367
yeahhh	yeahhh	joy	0.576
yeahhhh	yeahhhh	joy	0.803
yehey	yehey	joy	0.486
yesss	yesss	joy	0.797
yessss	yessss	joy	0.728
yey	yey	joy	0.562
stillwaiting	yhäodottamassa	fear	0.184
conformity	yhdenmukaisuus	trust	0.438
together	yhdessä	joy	0.394
merge	yhdistää	anticipation	0.539
connective	yhdistävä	trust	0.57
reunite	yhdistyäjälleen	joy	0.414
unification	yhdistyminen	anticipation	0.477
unification	yhdistyminen	joy	0.348
reunited	yhdistynyt	joy	0.515
united	yhdistynyt	trust	0.695
association	yhdistys	trust	0.516
incompatible	yhteensopimaton	anger	0.281
incompatible	yhteensopimaton	disgust	0.359
clash	yhteentörmäys	anger	0.783
associate	yhteistyökumppani	trust	0.469
cooperating	yhteistyössä	trust	0.711
cohesive	yhtenäinen	trust	0.672
unity	yhtenäisyys	trust	0.641
communion	yhteys	joy	0.379
communion	yhteys	trust	0.578
corporation	yhtiö	trust	0.328
oneness	ykseys	joy	0.426
monogamy	yksiavioisuus	trust	0.688
lonely	yksinäinen	anger	0.109
